highest_education,employment_status,repayment_status,repayment_method_convenience,effectiveness_repayment_method,collection_strategy_effectiveness,interaction_quality_on_repayment,overall_experience_with_loan_process,gender_female,gender_male,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,region_0,region_1,school_0,school_1,school_2,school_3,loan_purpose_0,loan_purpose_1,loan_purpose_2,repayment_info_source_0,repayment_info_source_1,repayment_info_source_2,repayment_info_source_3,repayment_method_0,repayment_method_1,repayment_method_2,over_under_milion_0,over_under_milion_1,discipline_0,discipline_1,discipline_2
0,0,1,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,2,2,2,2,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
0,2,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
0,0,2,0,2,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
0,0,2,0,0,0,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
3,0,2,1,1,0,0,0,0.0,1.0,0.0,0.808120379564417,0.19187962043558304,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2,0,0,0,2,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
2,0,0,0,4,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
3,0,1,1,1,2,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,1,1,0.6842330265121569,0.3157669734878431,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
3,0,2,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1
3,0,2,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1
0,2,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,0,2,2,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
0,0,1,2,0,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1
0,0,2,1,1,1,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1
0,1,2,0,0,0,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,0,1,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
3,0,0,2,2,2,2,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
0,0,2,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
0,1,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
3,1,1,2,2,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,0,1,1,0,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,0,2,1,1,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
0,0,2,2,2,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
0,0,1,2,2,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1
0,0,1,1,1,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
3,0,2,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
2,0,0,3,4,4,3,4,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
0,0,2,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,2,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,0,0,0,0,2,3,2,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1
3,0,0,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
0,0,2,2,2,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
0,2,0,0,2,2,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
2,0,0,0,2,2,1,2,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
0,0,0,2,2,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
0,0,2,0,2,2,2,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0,0,1,1,1,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
2,0,0,2,0,2,2,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
0,0,0,0,0,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
3,0,0,0,0,0,2,4,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0,2,1,2,2,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,0,0,0,4,0,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
3,0,0,0,0,2,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
0,0,0,2,0,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
2,0,0,2,0,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
2,0,0,2,2,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0,0,2,0,0,0,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
0,0,2,2,2,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
0,2,1,1,1,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,2,0,2,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
0,0,2,3,4,4,3,4,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
3,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
0,0,2,0,0,2,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
0,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0,1,1,1,1,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,1,1,2,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
3,0,0,2,2,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
0,0,0,0,4,0,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
3,0,0,0,0,0,2,4,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
2,0,2,2,0,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
3,0,2,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
0,0,2,2,2,2,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
2,0,2,2,0,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
0,0,2,0,2,2,2,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0,0,0,2,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
3,0,0,3,4,4,3,4,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
0,2,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
3,0,1,2,0,0,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
3,0,1,2,2,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
3,0,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
2,0,0,2,0,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
2,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
2,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,0,1,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
3,0,1,1,1,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1
0,0,2,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
2,0,0,2,0,0,2,2,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1
0,0,2,2,0,2,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1
0,0,1,0,0,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
0,0,2,0,0,0,1,2,1.0,0.0,0.0,0.3567533266935893,0.6432466733064107,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,1,2,3,0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
0,0,2,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,1,2,0,0,0,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
0,0,2,2,2,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,0,3,4,4,3,4,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
2,0,0,1,1,1,0,3,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
2,0,0,0,0,0,2,2,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
3,0,2,1,1,2,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3,0,1,0,0,4,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1
3,2,2,1,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3,0,0,2,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0,0,2,0,0,0,1,2,0.27039382166193593,0.7296061783380641,0.0,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,0,0,3,4,4,3,4,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1
0,0,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
3,0,2,3,0,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1
0,0,0,4,3,0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
0,0,0,0,0,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
3,0,0,0,0,0,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1
0,0,2,1,0,2,1,1,0.9745808732559048,0.02541912674409519,0.0,0.9745808732559048,0.02541912674409519,0.0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
3,0,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
0,3,1,1,1,2,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
2,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
0,0,2,0,0,0,1,2,0.9930478694688093,0.006952130531190703,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
0,0,0,0,0,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
0,0,0,3,4,4,3,4,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
3,0,0,3,4,4,3,4,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
3,0,1,1,1,2,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0
0,0,0,0,0,0,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1
0,0,0,3,4,4,3,4,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1
3,0,2,3,0,0,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1
0,0,2,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,3,1,1,1,2,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1
2,0,0,0,0,0,2,2,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
0,0,2,1,1,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
2,0,0,2,2,2,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
0,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
0,0,2,0,3,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
2,0,0,2,0,0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
0,0,1,1,1,2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
3,0,1,0,0,3,1,0,0.0,1.0,0.31171107608941095,0.688288923910589,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1
3,0,2,2,0,2,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
3,0,0,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
3,0,0,0,0,0,2,2,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
2,0,0,3,4,4,3,4,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1
